CustomerID,Name,Email,Phone,Address,Age,Gender,PurchaseHistory,LoyaltyPoints
1231,Luis Snyder PhD,brentmelendez@yahoo.com,6607990405,"USS Miller, FPO AA 11978",26,Male,"[""Jill's Cuvée"", 'Moonstone', 'Vigna Campo del Pero', 'Alba Nora']",84
1232,Laurie Hernandez,rachaelbrown@gmail.com,+1-532-485-5047x38297,"649 Joshua Pines Suite 792, West Garyberg, AZ 85265",36,Female,"['Gladysdale Vineyard', 'Les Cocques']",138
1233,April Rivera,sarah96@yahoo.com,(594)690-3224x8059,"32124 Wilson Field Apt. 599, Port Jaime, ND 17315",23,Male,"['Leone Zardini', 'Bells & Whistles', 'Il Sestante Vigneto Monte Masua', ""Winemaker's Reserve Blend"", 'Three Coins', 'Quinto Elemento Reserva Chão Calcário', 'Trinità Grand Reserve', ""D'Ora White""]",144
1234,John Dominguez,lorinash@peters.com,+1-249-633-6066x38248,"32784 Campbell Lodge Suite 876, Dennisview, WI 20776",38,Female,"['Vaudevey Premier Cru', 'Delta The Difference', 'Rare Vintage Rosé Brut']",66
1235,Christopher Hunt,ybest@gmail.com,(426)633-5686x718,"9794 Angela Point Suite 183, West Michaelfort, ID 39740",42,Male,"['Vigneti del Fol', ""Serego Alighieri Valpolicella dell'Anniversario 650 Anni"", 'La Bise', 'Charamba', 'Tinto Cuvee Mosteiro', 'Fang Blanc', 'Domaine des Genets', 'Riva di Ponente']",576
1236,Nancy Simmons,karenwilliams@hotmail.com,(977)396-1440x8699,"PSC 8330, Box 4064, APO AA 64701",41,Male,"['Savvy!', 'Alexander', 'Riserva Argento', 'Erial Tradicion Familia', 'Ried Sandgrube', ""Marie's View Wallula Vineyard"", 'Steinmuhle', 'Le Petit Lion de Léoville las Cases Barrel Sample']",584
1237,Deanna Thomas,joseph40@giles-miller.com,+1-327-016-1609x495,"41664 Aaron Turnpike, South Dillon, IA 64594",57,Female,"['Dijon Clone', ""S'elegas"", 'Cuvée Albert', 'Max Reserva', 'Mature Vine']",170
1238,Jonathan Carlson,michaelmitchell@gmail.com,582-272-8664,"4661 Peter Lights Suite 647, Stephanieland, WI 17620",55,Male,"['Sonata Small Lot Red Wine', ""Alazan CJ's Barrel"", 'Zeller Schwarze Katz', 'Cabernet Merlot', 'Fagher', 'Vertice Rosé', 'Gemme de Feu', 'Maison Magrez']",232
1239,Meagan Henderson,candace19@hotmail.com,912.873.9421,"59013 Jeffrey Points Suite 528, West Karenborough, ME 66064",58,Female,"['Gueberschwihr', 'Loibner Steinertal Smaragd', ""Stymie Founder's Reserve"", 'Bent Rock']",332
1240,Michael Boyer,timothywright@martinez-king.com,890-883-5449,"860 Jeffrey Canyon, North Tammytown, IA 86738",48,Female,"['Chapter Two Red', 'Solesce', 'Olinto']",111
1241,George Collins,jameslowe@frazier.com,158-395-4183,"783 Wolfe Viaduct, Moorebury, RI 83130",31,Male,"['Les Gresigny Premier Cru', 'Sunshine Vyd', 'Sacripante']",240
1242,Andrew Ward,laurenlopez@jones.org,+1-300-671-2987x2998,"7827 Benitez Ford Suite 500, New Angelafort, MD 52984",45,Female,"['La Moynerie', 'Crocus Grand Vin', 'Kinneybrook', 'Phebus Rosé']",168
1243,Joseph Meadows,sethjones@powell.com,001-145-247-7727x4390,"1642 Murray Mills, Evansside, GA 19291",51,Female,"['Exile', 'de Coelo Quintus Vineyard', 'Les Genièvres', 'Desvario', 'Heart Arrow Ranch', 'Artist Series']",462
1244,Nicole Brown,ngarner@wilkins.biz,+1-445-291-9043x5252,"26436 Robert Walk Suite 712, South Linda, WY 26257",25,Female,"['Braja Riserva', 'Vespera', 'Nouvelle Vague Nummer 10 Trockenbeerenauslese', 'Passadouro Reserva', 'Tori Reserve', 'Terrunyo Vineyard Selection Block 27', 'Solms Wijn de Caab Hiervandaan', 'Altenasso']",184
1245,Troy Cooper,jeremybruce@yahoo.com,771.824.9658x809,"607 Karen Corner Suite 738, West Jennifermouth, MA 91491",54,Male,"['Highlands Estate Napa Mountain', 'Pergolas Old Vines Crianza', 'The Corners', 'Specal Reserve', 'Vigneto Montegrande']",465
1246,David Zuniga,chelsea15@wells-jordan.biz,+1-476-967-4663x53794,"6824 Daniel Pine Suite 941, Farmermouth, NY 38646",54,Female,"['La Vendimia', 'Bruderberg Jungfernwein Auslese', 'Ghielmetti Vineyard Clone 337']",198
1247,Katie Thomas,daniel21@rodriguez.biz,001-031-985-0060x49093,"9527 Rebecca Corner Suite 458, Williamsburgh, TX 61085",44,Male,"[""Chateau d'Og"", 'Má Partilha', 'Rouge 9', 'Old Vine Street']",48
1248,Kimberly Perkins,pcain@gmail.com,748-985-9430x4481,"7298 Jones Bypass Apt. 778, Hannahport, CO 68910",65,Female,"['Arrepiado', 'Amare', 'Mencos Reserva', 'Colección Vivanco 4 Varietales Tempranillo-Graciano-\xadGarnacha-Mazuelo', 'Molino De Viento Estate Syrah', 'Volado', 'Bricco Boschis Riserva Vigna San Giuseppe', 'Gran Colegiata Campus', 'Old Vines Estate Grown']",630
1249,Alexa Patel,dcampbell@price.net,001-501-969-8668x137,"6646 Kelley Parkway Apt. 288, Lake Gabrielleshire, MD 50809",33,Female,"['Villa Prandone Navicchio', 'Campolieti', 'Kilt Lifter Brown Vineyard', 'Biagini Vineyard', 'Cellarius Rose', ""Ellie's Old Vine"", 'Paion']",385
1250,Gregory Orr,jvelez@yahoo.com,001-861-316-7309x57470,"56873 Kathleen Road Apt. 935, Briannaport, KS 89551",23,Female,"['Mont-Avril', 'Corona Creek Vineyard', 'Fazioli', 'Vigna Solaria']",308
1251,Kurt Li,amy68@yahoo.com,+1-349-149-0817x98638,"PSC 0700, Box 0791, APO AE 92383",57,Female,"['Saustò', 'Navigato Family Selection Grand Reserve', 'Hera', 'Tocy Bianco', 'The Offering', 'The Big Cat', 'Anka Pargua II', 'Becquer']",464
1252,Colin Martinez,brendarodriguez@johnson.biz,812.596.4523x16541,"2773 Dawson Crossroad, Hannahburgh, AK 99362",66,Male,"['delle Venezie', 'Vogelzang Vineyard', ""Carillon d'Angélus Barrel Sample"", 'Kiedrich Gräfenberg GG Trocken', 'Deutscher Sekt Brut']",290
1253,Mrs. Tiffany Bautista,zrasmussen@edwards.biz,342-427-2760x0977,"439 Jesse Corners, Bakerbury, MO 25875",38,Female,"['Don Giovanni Estate Grown', 'Extra Dry', 'Villa Canlungo Black Label', 'Lot 59', 'Diamant Blanc']",200
1254,Kenneth Bell,mclaughlinjason@yahoo.com,7271355538,"869 Kim Junctions Suite 332, Joseburgh, IA 47167",54,Male,"['Taylor Noelle Pence Ranch Vineyard Clone 459', 'Vireo', 'Terlaner Classico', 'Stone Vineyard', 'Les Arcades']",95
1255,Antonio Peterson,peterserin@gmail.com,001-179-782-9735x6085,"1301 Samuel Islands Suite 999, Micheleview, KY 05413",69,Male,"['Lagrimas de Luna', ""Nichole's Blend""]",170
1256,Amy Morris,smithanthony@smith-jackson.net,416-821-3175x37545,"53150 Johnson Forks Apt. 339, Bethville, WY 05384",51,Male,"['Langenlois Terrassen', 'Trentaquattro34']",30
1257,Dr. Christine Jensen MD,vshaw@howard.org,290.005.0222,"58010 Timothy Turnpike, Brianport, MA 54576",23,Female,"['Réserve Première Brut', 'The Originals', 'Mad Russian', 'La Ronde Red Wine', 'Lolonis Vineyard', 'Dom Diogo', 'Mungo Park Single Vineyard', 'Folin Vineyard']",400
1258,Christopher Miller,jonesclaire@hotmail.com,0056839082,"9060 Jeffrey Track Apt. 258, Albertshire, NJ 59223",41,Female,"['Marinus', 'Gutsriesling Dry', 'Resonance Vineyard Reserve']",246
1259,Matthew Terry,crystalnelson@curry.com,(822)807-9573,"7801 Johnson Spurs, Lake Danieltown, PA 94657",43,Male,"[""Chico's Run Doña Margarita Vineyard Unfiltered"", 'Tenuta Lena di Mezzo', ""Stone's Throw Reserve"", 'Brut Crede', 'Quinta de Roriz Prazo de Roriz', 'Trionfo Riserva']",312
1260,Jennifer Fuller,tanya06@mcdaniel.org,130-549-0668x87539,"3692 Diaz Views Apt. 485, Lake Lauraburgh, HI 55384",32,Male,"['Amon Ra', 'Radiance', 'Century Vines Estate Grown', 'Altano Quinta do Ataíde Reserva', 'Belsito', 'NBNC = No Branding No Cry']",90
1261,Christy Simon,shannonsamuel@hotmail.com,068-968-8036x93858,"06681 Richard Heights Suite 843, New Amystad, PA 15825",38,Male,"['Raiza Reserva', 'Kamiakin Red', 'Montevenere', 'Hesperia Zweigelt Eiswein 375ml', 'Smaragd Steinterrassen', 'Bade', 'Hidden Horse Red Blend No. 9', 'Ballard Canyon Estate Reserve', 'Antea']",261
1262,Jay Greer,jonathanrosales@jones.org,852.552.5976x74066,"1816 Hernandez Prairie, Lake Richard, ME 75276",38,Male,"['Sense', 'Passagem Branco', 'Edition Chremisa', 'Teres']",244
1263,Kara Keller,zsmith@yahoo.com,777-052-6711x622,"4941 Phelps Mills Apt. 334, New Davidville, IA 38401",30,Male,"['Cartizze', 'Estandon Légende']",92
1264,Aaron Mack,moorekiara@boyd-black.info,(050)998-8635x3861,"10473 Reed Branch Suite 123, Lake Anthony, UT 80699",37,Female,"['Undone', 'Codici']",146
1265,Julia Simon,vwelch@hotmail.com,417.932.0392x3888,"93357 Cardenas Lock, Joycechester, MO 92133",40,Male,"['20 Barrels Limited Edition', 'Metodo Classico Brut', 'Castel Cerino', 'Mesa Reserve Estate Grown and Bottled', 'Alta Plata', 'Fine Fleur de Crozes', 'J-W', 'Blaufränkisch Cabernet']",528
1266,Caleb Smith,brandi34@salazar.info,(235)488-7763x47912,"1939 Charles Ford, North Shannon, WA 97230",28,Male,"['Les Sorcieres', 'Schwarzer Adler', 'Baritelle Vyd', 'Tuenge', 'Beta Delta', 'Vallocaia Riserva']",528
1267,Thomas Hunter,xdominguez@yahoo.com,666-700-8515,"780 Robertson Terrace, Holderside, TX 85142",61,Male,['Mon Beau Rouge'],31
1268,Mark Savage,odavis@hotmail.com,0852665999,"PSC 7702, Box 7318, APO AE 59009",21,Male,"['Toboni Vineyard', 'Fernão Pires', 'Coryelle Fields Vineyard', 'Two Messengers', 'Vif Red Wine']",400
1269,Nathan Scott,jenniferbennett@jackson.com,125-135-9422x141,"879 Matthew Fort Apt. 946, Port Paul, NH 61867",28,Female,"['Zöbinger Heiligenstein Reserve', 'Lawrence Vineyards Freyja White', 'Le Cloître de Sainte Roseline']",96
1270,Donna Peterson,natalie38@bright-anderson.biz,244-311-0506x4909,"76929 Barrett Brook, Port Robert, WA 14211",32,Female,"['High Country', 'Brown Barn Vineyard']",22
1271,Amy Rogers DDS,djackson@gmail.com,560.609.3042x086,"5430 Gomez Rest Apt. 686, Ginabury, NM 77119",26,Female,"['Baldoro', 'Russian Jack', '6025', 'Three', 'Viña Main Blanco', 'La Tour Chambert', 'Gibilmoro', 'Bottega (Crystals) Brut']",496
1272,Charles Reyes,owright@harris-ramsey.com,+1-093-010-8224,"01178 Jade Forges, North Katherineton, VT 76060",61,Male,"['Erdener Treppchen Trockenbeerenauslese', 'Selección Mesache Blanco', 'Massa Ranch']",276
1273,Connie Huerta,athompson@parker-martinez.info,816.858.5766,"8322 Cheryl Harbors, Ginaland, IN 46314",57,Male,"['San Benedetto', 'Thoroughbred', '3 Cepas']",153
1274,Scott Horn,lopezeric@yahoo.com,372.614.4912x05972,"2254 Brittany Point Apt. 300, New Thomaston, AL 17022",36,Female,"['BSH Red', 'Fattoria di Vetrice', 'Odyssey', 'Old Bull Red Wine']",52
1275,Pamela Rowe,kimberlywilson@yahoo.com,330.913.3674,"2637 Patrick Key Apt. 669, Smithmouth, SD 26287",68,Female,"['Champs Royaux', ""Master's Reserve"", 'Furore Bianco Fiorduva', 'Tête de Cuvée', ""Bill's Block""]",265
1276,Dawn Ryan,allen40@brandt.com,001-596-963-3203x508,"PSC 5876, Box 5487, APO AE 00611",28,Male,"['Terroir Champoux Vineyard', 'Lust und Laune', 'Cuvée Jean-Claude Aucoeur', 'San Leonino Riserva', 'Brothers Ridge Single Vineyard', 'Ona Cabernet Sauvignon-Carmenère-Syrah', 'La Marescialla', 'Cortijo III']",640
1277,Joshua Moore,awhite@gmail.com,+1-215-498-7612x559,"71891 Peterson Bypass, South Timothy, TX 49457",53,Female,['Etichetta Bronzo'],47
1278,Amanda Alvarez,austinmiller@welch-torres.com,001-274-678-6478x730,"91774 Kristi Place, Pettystad, AL 60001",48,Female,"['Tinto Barrica', 'Medalla Real Gran Reserva', 'Elivette Reserve', '2480', 'Fast Eddy', 'Rooster Limited Edition', 'Eight-Nine-Ten', 'Made with Organically Grown Grapes']",432
1279,Suzanne Martin,hannah45@valdez-acevedo.com,692-727-1911,"348 Howard Extensions, Cynthiaberg, NH 69666",41,Male,"['Fructus Odorus', 'Naunda']",156
1280,Michael Richards,pbowen@martin.com,062-863-1196x028,"08323 Gabriel Fall, West Christopherport, MO 52653",46,Female,"['Storks Landing Tinto', 'Gant Riserva', 'Satzing', 'Family Reserve Generations', 'Heart Stoneridge Vineyard', 'Domaine de Javernière', 'Bacio', 'Terecrea', ""La Croix d'Argon""]",720
1281,Phillip Malone,alawrence@sanchez.org,4986842052,"919 Mary Extension, Williamshaven, DC 83418",38,Male,"['Rosé de Fayel', 'Château du Souzy Nouveau', 'Cotes de Tablas', 'Lot 205', 'Renovação', 'La Moussière']",342
1282,Nicholas Esparza,stownsend@lyons.com,(436)706-2273,"Unit 2697 Box 2772, DPO AA 64068",42,Male,"['Rochioli - Allen Vineyards', 'Wild Wine']",120
1283,Christopher Allen,zhill@stewart-weeks.info,(264)847-2355x82708,"2572 Kimberly Station, North James, DE 99555",68,Female,"['Consécration du Siècle Brut', 'Bricco Asili Bernardot', 'Primary', 'Thérèse Vineyards Estate', 'Chicca Vino Dolce Naturale', 'Praeclarus Cuvée Brut']",120
1284,Jared Mueller,paul70@lloyd-green.com,001-669-364-3516x3744,"445 Johnson Glens Suite 064, West Saraport, IN 61363",63,Female,"['Mrs. Wigley', 'Terra di Lamole', 'The West End', 'Emeritus', 'Seppi Landmann Vallée Noble', 'No Oak Estate Edna Ranch', 'Zupska', 'Il Quarto Riserva']",160
1285,Rachel Acevedo,ruth44@freeman-wells.com,(661)448-5099x159,"506 James Village Apt. 680, Mooreport, NV 02611",47,Male,"['Alondra de los Prados Vineyard', 'Stonewall Vineyard']",130
1286,David Marshall,shawnthompson@williams.org,(113)003-2668,"9893 Duane Bridge, North Rachael, WA 66952",50,Male,"['La Rambarde', 'Blanc de Montsalvat', 'Nero Ossidiana', 'Bernkasteler Doctor Spätlese', 'Zarachè', 'Mon Beau Rouge']",480
1287,Kendra Williams,matthew99@yahoo.com,001-859-051-4293,"14374 David Pike, Edwardsfort, IN 65656",50,Male,"['Javernières', 'Kirschenmann Vineyard', 'Brunus']",171
1288,David Kennedy,lquinn@le.org,7411639578,"795 Lisa Parkways, Eriktown, GA 35203",39,Male,"['Les Tuiliï¿½res', 'Les Champlots Premier Cru', 'Wobbly White', 'Tinto St. Helena', 'Viña Cristina y Bibiana Coletto Single Vineyard', 'Reserva Unfiltered', 'Durell Vineyard Origin', 'Paciência']",256
1289,Darren Green,pamelapotts@carpenter.com,088.955.0541x469,"0209 Andrew Center Apt. 069, Lake Gina, VT 64559",69,Female,"[""Rodney's Vineyard La Rouge"", 'POP Extra Dry']",162
1290,Melissa Fowler,joanna47@gmail.com,001-063-742-9286x846,"3364 Gutierrez Plains, Newmanstad, IA 49427",61,Male,['Les Fumées Blanches'],92
1291,Brandy Gray,christopherhuang@hotmail.com,222-695-2850,"66287 Nathan Lodge, South Steven, VT 77274",21,Female,"['Fino Quinta', 'Aphrodite']",198
1292,Desiree Smith,jennifer42@hotmail.com,+1-903-630-5783,"11602 Kathy Pass, Lake Benjamin, CA 35334",41,Male,"['Creekside Estate', 'Cortello', 'Red Willow Vineyard 8 Clones', 'Le Chant du Soleil', 'Moment of Truth', 'Offerus', 'Brut Satén Millesimato', 'La Bestia Klipsun Vineyard', 'Block Selection Estate Reserve']",585
1293,Shannon Andrade DDS,bridgestina@gonzalez.info,098-881-2637,"3945 Michael Glens Apt. 187, Andersonstad, AZ 32887",33,Female,"['Cavalli', 'Cabernet de Familia Finca Los Cerrillos', 'State Ranch', 'Astrolábium Reserva', 'Badde Nigolosu Tuderi', 'Diamond Collection Green Label', 'Highlands Estates Camelot Highlands']",322
1294,Christopher Jackson,velezjavier@andrews.biz,001-548-830-8716x19417,"6588 Clark Fort Apt. 656, North Robert, GA 90085",64,Female,"['Toro de Piedra Grand Reserve Single Vineyard', 'San Jacopo da Vicchiomaggio', 'Kon-Secco', 'Vigna delle Forche', 'Torcolato', 'Nemo - Vigneto Il Mulino', 'Arrepiado', 'Quinta do Moinho Rosé Bruto']",784
1295,Anthony Hanson,jessica61@yahoo.com,+1-495-507-5954,"PSC 8209, Box 5174, APO AP 26662",47,Male,"['Primal', 'Diamond Terraces Vineyard', 'Archimede', 'Atteca Armas Old Vines', 'Salmon Run', 'Altano Quinta do Ataíde Reserva', 'Warnecke Ranch', 'Abbazia di Rosazzo', 'Cármine']",873
1296,Kenneth Welch,frobles@yahoo.com,980.150.0748,"8282 Davis Estates Suite 131, West Linda, MD 19859",38,Female,"['Star Garnet', 'Le Chateau du Nozay', 'Boscarelli dei Boscarelli', 'Impérial', 'Vagon Rouge']",260
1297,Bradley Young,patrick79@hotmail.com,287.829.8267x468,"6495 King Inlet, East Samantha, OH 92619",46,Male,"['Nicholas Estate Reserve', 'Sous la Roche', 'Sweet Claire Late Harvest', 'Alqueve de Pinhal da Torre', 'Rol de Coisas Antigas', 'Sasseo', '6', 'Pet Nat Method Ancestral Bassi Vineyard', 'Shiraz']",792
1298,Mary Vasquez,shawnanderson@ruiz.com,+1-247-784-8454x513,"642 Tina Parkways, Port Joy, OR 55097",37,Male,"['Charleston', 'Alb de Murfatlar', 'Cuvée Paradoxe Premier Cru', 'Kiara Private Reserve Sylvester Vineyards', 'Cantolibero', 'Suaviter']",588
1299,Tammy Contreras,butlerjulian@baker.com,(051)845-8997x5594,"4776 Timothy Groves Apt. 637, New Coltontown, CT 08616",29,Male,"['Cuvée Sécret de', 'Enjoué', 'Sleepy Hollow Vineyard', 'Bubbles by Lobetia', 'El Delirio Reserve Carménère-Merlot', '2003 by Bollinger Brut', 'Monte Rosso Vineyard Reserve', 'Le Berger', 'Vigna del Mandorlo']",90
1300,Jeffrey Robertson,qdalton@norman-martinez.net,(893)077-5120,"903 Lauren Divide, South Joannmouth, MD 66235",48,Male,"['Abracadabra', 'Clair Rileys Private Reserve Port', 'Otre Fish', 'Bollo', 'Agiorgitiko (St. George)', 'Intemporelle', 'Donnadele Rosato', 'Gricos']",376
1301,Nancy Holt,adawson@gmail.com,902.433.4569x48641,"Unit 3047 Box 7314, DPO AA 51826",58,Female,['Cosecha Limitada'],42
1302,Dennis Bradley,crystal51@gmail.com,(938)208-3382x6067,"05683 Valdez Lodge, South Theresahaven, ID 55046",30,Male,"['Augey', 'Caractère', 'Pepper Bridge Vineyard', 'Côte de Py', 'Force Canyon Vineyard', 'Atração', 'XV', 'MiP Made in Provence Classic', 'Agostón']",540
1303,Wayne Snyder,andersoncarolyn@moreno.com,+1-857-112-3414x505,"012 Hernandez Circle, Kimberlyfurt, ME 73610",56,Female,"['Cordon Negro Brut', 'Winemakers Select Bin #5 Unoaked', 'Blanc de Noirs Rüdesheim Trocken']",93
1304,Summer Pacheco,kathleen68@rivera.org,+1-040-023-0642x36939,"095 Kelly Junction, Charlesshire, OH 56580",35,Male,"['Anta Reserve', 'Singerriedel Smaragd', 'Torre Pieve', 'Two Barrels', '4 Quatro Castas', 'Monte Fante', 'Boisrenard']",140
1305,Heather Richards,deborahcook@hotmail.com,(272)825-6305,"128 Melissa Orchard, Wustad, WV 45469",53,Male,"['Jesera', ""Domaine Pardon Cuvée de l'Ermitage""]",48
1306,Thomas Herrera,ghamilton@yahoo.com,761-717-2174x60457,"690 Hampton Row, Port Davidborough, IL 32818",48,Female,"['Paradigma', 'Tridentum Brut', ""L'Avvocata"", 'Calvert', 'Dona Maria Amantis Branco', 'Salmon Run', 'Late Disgorged Blanc de Blancs', 'Montepirolo', 'Riserva Vìgnole']",144
1307,Shannon Wood,thomasnicole@lee.net,429-992-0168x1277,"0017 House Junction Suite 944, Lake Joseph, MO 54647",60,Male,"[""Lacrime Dell' Angeli"", 'Exclamation Point']",178
1308,Jennifer Lopez,roberto65@yahoo.com,609.085.0548,"722 Randall Corners, New Jenniferfurt, HI 73801",67,Female,['Massoni'],17
1309,Marie Flores,davidjackson@williams.net,(759)774-2840x69087,"USNV Norris, FPO AA 07992",33,Male,"['Bin Select 770', 'Malbec du Clos']",100
1310,Lynn Dennis,tclark@gmail.com,+1-226-484-8238x14826,"17509 Richard Locks Apt. 157, Kylemouth, MA 37985",43,Male,"['Rapsodie Du Soleil', 'Amplus One', 'Clockspring', 'Château de Mercuès Le Vassal de Mercuès', 'Zweigelt von den Hügeln']",300
1311,Gary Clay,kbarron@barnes.info,172.968.4135x601,"123 Spears Causeway, Billshire, PA 26918",42,Male,"['Zupska', 'Harmony White', 'Dubl Rosé', 'Artetica']",212
1312,Chelsea Williams,jessica30@gmail.com,001-331-432-9381x77914,"870 Arias Lake Suite 755, South Seanfort, FL 08632",21,Female,"['Les Vaudevey', 'La Storia Cuvée 32 Red Wine', 'Estate Grown Mother Rock', 'Santa Barbara Highlands South Mesa Élevage Réserve']",324
1313,Vincent Miller,connor00@glass.org,001-620-408-9511x5327,"3935 Alvarez Street, New Sarah, ND 87741",62,Female,"['Mesa Reserve', 'Epineuil', ""Frasca's Lane Vineyard"", '569 Edna Ranch', ""Les Combes d'Arneval Lieu-Dit Arnavès""]",240
1314,Erin Flores,jaime47@washington-estrada.com,+1-081-123-8449,"19838 Kristy Burg, Port Christopherland, DE 54953",51,Female,"['Altitude +720', 'Rosebud Vineyard', 'Grafin de la Tour', 'Auld Alliance', '30 Anos Tawny']",295
1315,Robert Roberson,bridgethoffman@hotmail.com,990.411.1737x383,"75912 Allen Squares Suite 262, Margarettown, MI 16721",34,Female,"['Hand Picked', 'Upland Vineyard', 'Pluris Smaragd']",114
1316,Christopher Herring,andersonlisa@gmail.com,001-912-488-2042x907,"2826 Lisa Landing Apt. 854, Whiteville, AK 16938",48,Female,"['Praelatenberg Grand Cru', 'Premium Limited Edition']",190
1317,Deborah Wiggins,suzannemcdonald@macdonald.biz,608-259-8192,"85729 Sarah Vista, Lyonsland, NY 42616",61,Female,['XV'],33
1318,Brian Andrade,taylorchad@carter.org,9527929292,"60738 Brandi Wall Suite 213, Johnsonberg, LA 41453",30,Female,['Cooke'],36
1319,Martin Bennett,merrittjordan@cooper-stark.com,(577)239-3549,"78246 Richard Course Apt. 280, Atkinsonshire, NC 12287",48,Male,"['La Tour Chambert', 'Guglielmi di Jago', 'Ia', 'Rocky Reserve Florence Vineyard', 'Grace', 'Syrah']",546
1320,Darrell Allen PhD,julie86@dillon-fuller.info,928-138-3565,"8433 Zamora Plaza Suite 800, South Shelby, CA 69673",38,Male,"['Domaine des Deux Roches Vieilles Vignes', 'Aus Gries']",64
1321,William Carpenter,sevans@yahoo.com,(955)469-6514x0754,"374 Mcdonald Village, Patrickbury, CA 28991",33,Male,"['Guido Red', 'Cune Crianza']",30
1322,Stephanie Henson,qwilliams@solomon-weber.com,546-283-0603,"99279 Johnson Circle, East Mark, MD 63294",45,Female,"['Elevation Sensation Alta Mesa Vineyard', 'Virga', 'Blauer Trocken']",69
1323,Emma Guerrero,phillipsronnie@gmail.com,(035)295-9194,"027 Julia Stravenue Apt. 145, Lisatown, WV 77707",45,Male,"['Lurei', 'Le Pitre', 'Saint-Mapalis Plan De Dieu', 'Dragonsleaf Vineyard Dry', 'Tapestry', 'Vigna di Pianrosso']",168
1324,Jonathon Douglas,luis46@hotmail.com,+1-184-933-7288x107,"786 Ballard Hill Suite 298, Lake Lisatown, NM 33512",60,Male,"['Badener Berg', 'El Zuiter', 'Tytanium', 'Walking Tree Vineyard', 'Casa Santinamaria Vineyards', 'Trockenbeerenauslese']",282
1325,Brenda Castro,breyes@gmail.com,(556)189-1730x2898,"594 Laura Shores, Watsonchester, WY 75439",56,Female,"[""L'Insolent"", 'Rubesco', 'Giovin Re', 'Grande Cuvée Brut', 'Hierà Rosé']",260
1326,Misty Lowe,wallrussell@wright-hamilton.com,351-340-0099,"6952 David Well Suite 222, Port Elizabeth, MN 91321",61,Female,"['Cow Catcher Red', 'Spellonu Red', 'Rose Bruto', 'Cuvée Collection Prestige', 'Cuvée Extra Dry', 'Sauvignon Blanc Klassik', 'Ucedo', '1613', 'Vigna la Quercia Riserva']",819
1327,Paula Jones,jhester@williams-graham.com,817-850-5462x921,"10349 Parks Junctions Apt. 544, Erintown, ID 96943",57,Male,"['Don David Finca La Maravilla #6', 'Mayne Sansac', ""Dragon's Tooth Red Wine"", 'En Pimont Château de Chassagne-Montrachet', 'Dubl Brut', 'Alder Ridge Vineyard', 'Coìme Cartizze Dry', 'HJW Vineyard Dry Estate Bottled and Grown']",752
1328,Mrs. Brittany Pena,brennanamy@hardin.net,001-461-397-3069x4132,"586 Dixon Union, East Vickiborough, CA 35734",32,Female,"['Mahra Bogazkere-Öküzgözü', 'San Vincenzo', 'Wahoo White', 'Sirius', 'Dornas Branco', 'The West End']",84
1329,Timothy Richards,douglasfrancis@hotmail.com,+1-840-968-1923x398,"35547 Pope Brooks, Christophertown, OH 66975",67,Male,"['Bravo Rosso', 'Is Argiolas', 'Late-Harvest Piccolo', 'Gold Label Middle Reach', 'Southern Highlands', 'White Star', ""Rosé d'Une Nuit"", 'Les Ruelles Premier Cru']",544
1330,Colin Norris,halesamantha@hardy.com,001-483-667-6498x3114,"42622 Holmes Ports, West Melanieberg, NH 13927",35,Female,"[""Torre d'Orti Morari"", 'Alone', 'Première de Figuière', 'Pocai Vineyard Old Vines', 'Pajoré', 'Canis Major Perotti Vineyard', 'Les Reinages', 'Mink Vineyard', 'Les Charmes Kritt']",252
1331,Christopher Hughes,melissa46@gmail.com,262-101-5281x0158,"6603 Seth Ferry, West Regina, OR 90701",37,Male,"['Moose Valley', 'The Doctor', 'Alter Ego de Château Palmer']",165
1332,Morgan Taylor,csimmons@ruiz-rogers.org,2727398920,"PSC 1998, Box 7159, APO AA 45627",22,Male,"['Old Vines Reserve', 'Grande Cuvée Fournier Vieilles Vignes', 'Bricco Riund Riserva', 'Brodacious', 'Murellaia']",175
1333,Kenneth Wright,clarkeedward@cortez.com,723-382-0973,"849 Jose Plains, Lake John, UT 61019",68,Female,"['Cultus Boni', 'A Noble Blend White', 'Aux Guettes Premier Cru', 'The Great Amarolo Dry Red Wine']",48
1334,Patricia Cummings MD,monroeamber@burke-leblanc.org,094-609-1248,"115 Harris Coves Apt. 798, South Angela, MI 41154",53,Male,"['Bliss Block', 'This is Eleven Big Bottom', 'Willowside', 'Cavanera Rovo delle Coturnie Rosso', 'Mith Red Wine', 'Climat La Martine', 'Katydid', 'Cellarius Rose', 'Trie White']",189
1335,Eric Ochoa,stephenthomas@oconnor-anderson.org,(456)705-1836x5249,"050 Joseph Coves Apt. 809, Wardshire, PA 47154",21,Female,"['Show Liqueur', 'Portas da Herdade Reserva', 'Kahina', 'Campofiorin', 'Sed de Caná', 'Cordillera Reserva Privada Carmenère-Merlot-Petit Verdot', 'The Road Less Travelled', 'Lily Pad White', 'The Furst Grand Cru Schlossberg']",234
1336,Nancy Brewer,michaelneal@yahoo.com,001-836-503-1797x31266,"16167 Best Viaduct Apt. 555, Jamesmouth, TN 18784",61,Male,"['Isula', 'Winery Block', 'Corpus del Muni Roble', 'Don Alvaro de Bazán', 'Particular', 'Crouzeilles-Côte Abeilles']",186
